SystemCodeNumber,Capacity,Occupancy,LastUpdated,Date,Hour,Day,Month,DayOfWeek,IsWeekend,AvailableSpaces,OccupancyRate,Previous_Availability,Lag_2_Availability,Lag_3_Availability,Rolling_Average_Availability
BHMEURBRD02,220,44,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,176,0.2,172.0,170.0,170.0,170.66666666666666
BHMNCPLDH01,720,301,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,419,0.41805555555555557,401.0,368.0,365.0,378.0
BHMBCCTHL01,387,304,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,83,0.7855297157622739,55.0,47.0,44.0,48.666666666666664
BHMNCPRAN01,600,108,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,492,0.18,492.0,498.0,492.0,494.0
Others-CCCPS105a,2009,1306,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,703,0.6500746640119462,649.0,646.0,652.0,649.0
Others-CCCPS119a,2803,536,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,2267,0.19122368890474492,2249.0,2249.0,2239.0,2245.6666666666665
NIA Car Parks,1268,230,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,1038,0.18138801261829654,1048.0,1056.0,1049.0,1051.0
BHMBCCPST01,317,6,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,311,0.01892744479495268,317.0,317.0,305.0,313.0
BHMBRCBRG01,1010,1010,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,0,1.0,0.0,0.0,0.0,0.0
NIA South,788,226,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,562,0.2868020304568528,571.0,578.0,579.0,576.0
BHMEURBRD01,470,154,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,316,0.3276595744680851,314.0,319.0,329.0,320.6666666666667
Others-CCCPS8,1322,815,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,507,0.6164901664145235,473.0,475.0,475.0,474.3333333333333
Shopping,1920,699,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,1221,0.3640625,1176.0,1131.0,1125.0,1144.0
Bull Ring,3053,2386,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,667,0.7815263675073698,522.0,426.0,405.0,451.0
BHMMBMMBX01,687,491,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,196,0.7147016011644832,176.0,171.0,177.0,174.66666666666666
Others-CCCPS202,2937,852,2016-10-22 16:26:47,2016-10-22,16,22,10,Saturday,1,2085,0.2900919305413687,2057.0,2073.0,2086.0,2072.0
BHMBRCBRG01,1010,219,2016-10-23 07:32:50,2016-10-23,7,23,10,Sunday,1,791,0.21683168316831683,0.0,0.0,0.0,0.0
BHMNCPRAN01,600,111,2016-10-23 07:46:48,2016-10-23,7,23,10,Sunday,1,489,0.185,492.0,492.0,498.0,494.0
BHMNCPLDH01,720,199,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,521,0.2763888888888889,419.0,401.0,368.0,396.0
BHMBCCMKT01,577,47,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,530,0.08145580589254767,237.0,193.0,174.0,201.33333333333334
Others-CCCPS202,2937,412,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,2525,0.14027919645897174,2085.0,2057.0,2073.0,2071.6666666666665
Others-CCCPS98,3103,579,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,2524,0.18659361907831132,2030.0,2026.0,2050.0,2035.3333333333333
BHMEURBRD01,470,40,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,430,0.0851063829787234,316.0,314.0,319.0,316.3333333333333
Others-CCCPS133,4675,875,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,3800,0.18716577540106952,1287.0,1116.0,1025.0,1142.6666666666667
NIA South,788,12,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,776,0.015228426395939087,562.0,571.0,578.0,570.3333333333334
BHMBCCSNH01,863,108,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,755,0.12514484356894554,509.0,469.0,446.0,474.6666666666667
Others-CCCPS119a,2803,80,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,2723,0.028540849090260435,2267.0,2249.0,2249.0,2255.0
Others-CCCPS135a,3883,519,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,3364,0.1336595415915529,2709.0,2621.0,2556.0,2628.6666666666665
NIA Car Parks,1268,13,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,1255,0.01025236593059937,1038.0,1048.0,1056.0,1047.3333333333333
BHMBCCTHL01,387,67,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,320,0.1731266149870801,83.0,55.0,47.0,61.666666666666664
Bull Ring,3053,303,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,2750,0.09924664264657714,667.0,522.0,426.0,538.3333333333334
BHMMBMMBX01,687,288,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,399,0.4192139737991266,196.0,176.0,171.0,181.0
Others-CCCPS8,1322,351,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,971,0.26550680786686837,507.0,473.0,475.0,485.0
BHMBCCPST01,317,2,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,315,0.006309148264984227,311.0,317.0,317.0,315.0
Shopping,1920,297,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,1623,0.1546875,1221.0,1176.0,1131.0,1176.0
BHMBRCBRG02,1194,62,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,1132,0.051926298157453935,201.0,91.0,9.0,100.33333333333333
BHMBRCBRG03,849,22,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,827,0.02591283863368669,466.0,432.0,417.0,438.3333333333333
Broad Street,690,67,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,623,0.09710144927536232,492.0,486.0,489.0,489.0
BHMNCPNST01,485,278,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,207,0.5731958762886598,135.0,141.0,162.0,146.0
Others-CCCPS105a,2009,639,2016-10-23 07:59:48,2016-10-23,7,23,10,Sunday,1,1370,0.31806869089099055,703.0,649.0,646.0,666.0
BHMNCPRAN01,600,115,2016-10-23 08:05:50,2016-10-23,8,23,10,Sunday,1,485,0.19166666666666668,489.0,492.0,492.0,491.0
BHMBRCBRG02,1194,69,2016-10-23 08:19:49,2016-10-23,8,23,10,Sunday,1,1125,0.05778894472361809,1132.0,201.0,91.0,474.6666666666667
BHMBCCMKT01,577,48,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,529,0.0831889081455806,530.0,237.0,193.0,320.0
BHMEURBRD01,470,43,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,427,0.09148936170212765,430.0,316.0,314.0,353.3333333333333
Shopping,1920,303,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,1617,0.1578125,1623.0,1221.0,1176.0,1340.0
BHMBRCBRG03,849,27,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,822,0.03180212014134275,827.0,466.0,432.0,575.0
BHMBCCPST01,317,11,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,306,0.03470031545741325,315.0,311.0,317.0,314.3333333333333
BHMMBMMBX01,687,287,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,400,0.4177583697234352,399.0,196.0,176.0,257.0
Others-CCCPS119a,2803,87,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,2716,0.031038173385658223,2723.0,2267.0,2249.0,2413.0
BHMNCPLDH01,720,202,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,518,0.28055555555555556,521.0,419.0,401.0,447.0
NIA Car Parks,1268,14,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,1254,0.011041009463722398,1255.0,1038.0,1048.0,1113.6666666666667
BHMBCCTHL01,387,73,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,314,0.18863049095607234,320.0,83.0,55.0,152.66666666666666
NIA South,788,13,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,775,0.01649746192893401,776.0,562.0,571.0,636.3333333333334
Others-CCCPS105a,2009,644,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,1365,0.3205574912891986,1370.0,703.0,649.0,907.3333333333334
Others-CCCPS202,2937,420,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,2517,0.14300306435137897,2525.0,2085.0,2057.0,2222.3333333333335
BHMBCCSNH01,863,113,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,750,0.13093858632676708,755.0,509.0,469.0,577.6666666666666
Bull Ring,3053,319,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,2734,0.10448738945299706,2750.0,667.0,522.0,1313.0
Others-CCCPS8,1322,357,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,965,0.2700453857791225,971.0,507.0,473.0,650.3333333333334
Others-CCCPS133,4675,890,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,3785,0.19037433155080213,3800.0,1287.0,1116.0,2067.6666666666665
Broad Street,690,70,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,620,0.10144927536231885,623.0,492.0,486.0,533.6666666666666
Others-CCCPS135a,3883,532,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,3351,0.13700746845222767,3364.0,2709.0,2621.0,2898.0
Others-CCCPS98,3103,578,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,2525,0.18627135030615533,2524.0,2030.0,2026.0,2193.3333333333335
BHMBRCBRG01,1010,223,2016-10-23 08:26:51,2016-10-23,8,23,10,Sunday,1,787,0.2207920792079208,791.0,0.0,0.0,263.6666666666667
BHMNCPPLS01,450,8,2016-10-23 08:39:50,2016-10-23,8,23,10,Sunday,1,442,0.017777777777777778,289.0,277.0,266.0,277.3333333333333
BHMNCPHST01,1200,105,2016-10-23 08:52:49,2016-10-23,8,23,10,Sunday,1,1095,0.0875,802.0,775.0,763.0,780.0
Others-CCCPS8,1322,372,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,950,0.2813918305597579,965.0,971.0,507.0,814.3333333333334
BHMNCPRAN01,600,121,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,479,0.20166666666666666,485.0,489.0,492.0,488.6666666666667
BHMBRCBRG03,849,49,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,800,0.05771495877502945,822.0,827.0,466.0,705.0
BHMNCPNST01,485,274,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,211,0.5649484536082474,207.0,135.0,141.0,161.0
Others-CCCPS202,2937,434,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,2503,0.14776983316309159,2517.0,2525.0,2085.0,2375.6666666666665
BHMEURBRD01,470,43,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,427,0.09148936170212765,427.0,430.0,316.0,391.0
NIA South,788,17,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,771,0.021573604060913704,775.0,776.0,562.0,704.3333333333334
BHMBCCSNH01,863,124,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,739,0.1436848203939745,750.0,755.0,509.0,671.3333333333334
BHMNCPLDH01,720,206,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,514,0.2861111111111111,518.0,521.0,419.0,486.0
Others-CCCPS105a,2009,669,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,1340,0.3330014932802389,1365.0,1370.0,703.0,1146.0
Broad Street,690,71,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,619,0.10289855072463767,620.0,623.0,492.0,578.3333333333334
Bull Ring,3053,356,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,2697,0.1166066164428431,2734.0,2750.0,667.0,2050.3333333333335
BHMBCCPST01,317,22,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,295,0.0694006309148265,306.0,315.0,311.0,310.6666666666667
Shopping,1920,311,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,1609,0.16197916666666667,1617.0,1623.0,1221.0,1487.0
BHMBCCMKT01,577,51,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,526,0.08838821490467938,529.0,530.0,237.0,432.0
Others-CCCPS98,3103,598,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,2505,0.1927167257492749,2525.0,2524.0,2030.0,2359.6666666666665
BHMMBMMBX01,687,297,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,390,0.43231441048034935,400.0,399.0,196.0,331.6666666666667
Others-CCCPS133,4675,936,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,3739,0.20021390374331552,3785.0,3800.0,1287.0,2957.3333333333335
BHMBRCBRG02,1194,80,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,1114,0.06700167504187604,1125.0,1132.0,201.0,819.3333333333334
Others-CCCPS135a,3883,556,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,3327,0.1431882565027041,3351.0,3364.0,2709.0,3141.3333333333335
BHMBRCBRG01,1010,227,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,783,0.22475247524752476,787.0,791.0,0.0,526.0
NIA Car Parks,1268,27,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,1241,0.021293375394321766,1254.0,1255.0,1038.0,1182.3333333333333
Others-CCCPS119a,2803,116,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,2687,0.04138423118087763,2716.0,2723.0,2267.0,2568.6666666666665
BHMBCCTHL01,387,89,2016-10-23 08:59:50,2016-10-23,8,23,10,Sunday,1,298,0.22997416020671835,314.0,320.0,83.0,239.0
Others-CCCPS135a,3883,584,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,3299,0.1503991758949266,3327.0,3351.0,3364.0,3347.3333333333335
Others-CCCPS105a,2009,677,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,1332,0.3369835739173718,1340.0,1365.0,1370.0,1358.3333333333333
Others-CCCPS98,3103,597,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,2506,0.1923944569771189,2505.0,2525.0,2524.0,2518.0
Broad Street,690,70,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,620,0.10144927536231885,619.0,620.0,623.0,620.6666666666666
NIA Car Parks,1268,34,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,1234,0.026813880126182965,1241.0,1254.0,1255.0,1250.0
BHMBRCBRG02,1194,91,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,1103,0.076214405360134,1114.0,1125.0,1132.0,1123.6666666666667
BHMEURBRD01,470,43,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,427,0.09148936170212765,427.0,427.0,430.0,428.0
BHMBCCPST01,317,30,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,287,0.0946372239747634,295.0,306.0,315.0,305.3333333333333
BHMBRCBRG03,849,53,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,796,0.0624263839811543,800.0,822.0,827.0,816.3333333333334
BHMBCCTHL01,387,101,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,286,0.26098191214470284,298.0,314.0,320.0,310.6666666666667
BHMNCPHST01,1200,124,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,1076,0.10333333333333333,1095.0,802.0,775.0,890.6666666666666
BHMNCPNST01,485,270,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,215,0.5567010309278351,211.0,207.0,135.0,184.33333333333334
Others-CCCPS202,2937,441,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,2496,0.1501532175689479,2503.0,2517.0,2525.0,2515.0
BHMBCCMKT01,577,50,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,527,0.08665511265164645,526.0,529.0,530.0,528.3333333333334
Shopping,1920,335,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,1585,0.17447916666666666,1609.0,1617.0,1623.0,1616.3333333333333
BHMNCPLDH01,720,211,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,509,0.29305555555555557,514.0,518.0,521.0,517.6666666666666
BHMMBMMBX01,687,293,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,394,0.4264919941775837,390.0,400.0,399.0,396.3333333333333
NIA South,788,24,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,764,0.030456852791878174,771.0,775.0,776.0,774.0
BHMNCPPLS01,450,13,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,437,0.028888888888888888,442.0,289.0,277.0,336.0
BHMNCPRAN01,600,121,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,479,0.20166666666666666,479.0,485.0,489.0,484.3333333333333
Others-CCCPS119a,2803,135,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,2668,0.04816268283981449,2687.0,2716.0,2723.0,2708.6666666666665
Others-CCCPS133,4675,953,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,3722,0.20385026737967915,3739.0,3785.0,3800.0,3774.6666666666665
Others-CCCPS8,1322,384,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,938,0.29046898638426627,950.0,965.0,971.0,962.0
BHMBRCBRG01,1010,233,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,777,0.2306930693069307,783.0,787.0,791.0,787.0
BHMBCCSNH01,863,128,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,735,0.14831981460023175,739.0,750.0,755.0,748.0
Bull Ring,3053,377,2016-10-23 09:26:51,2016-10-23,9,23,10,Sunday,1,2676,0.12348509662626925,2697.0,2734.0,2750.0,2727.0
BHMNCPNST01,485,267,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,218,0.5505154639175258,215.0,211.0,207.0,211.0
BHMBCCMKT01,577,54,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,523,0.09358752166377816,527.0,526.0,529.0,527.3333333333334
Others-CCCPS202,2937,466,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,2471,0.15866530473272047,2496.0,2503.0,2517.0,2505.3333333333335
BHMBCCSNH01,863,143,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,720,0.1657010428736964,735.0,739.0,750.0,741.3333333333334
Others-CCCPS105a,2009,710,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,1299,0.35340965654554507,1332.0,1340.0,1365.0,1345.6666666666667
BHMNCPHST01,1200,147,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,1053,0.1225,1076.0,1095.0,802.0,991.0
BHMBCCTHL01,387,126,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,261,0.32558139534883723,286.0,298.0,314.0,299.3333333333333
Bull Ring,3053,455,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,2598,0.14903373730756633,2676.0,2697.0,2734.0,2702.3333333333335
BHMBRCBRG03,849,64,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,785,0.07538280329799764,796.0,800.0,822.0,806.0
BHMBCCPST01,317,40,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,277,0.12618296529968454,287.0,295.0,306.0,296.0
NIA South,788,42,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,746,0.0532994923857868,764.0,771.0,775.0,770.0
BHMMBMMBX01,687,300,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,387,0.4366812227074236,394.0,390.0,400.0,394.6666666666667
BHMNCPPLS01,450,17,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,433,0.03777777777777778,437.0,442.0,289.0,389.3333333333333
Others-CCCPS133,4675,1039,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,3636,0.22224598930481285,3722.0,3739.0,3785.0,3748.6666666666665
NIA Car Parks,1268,59,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,1209,0.04652996845425868,1234.0,1241.0,1254.0,1243.0
BHMBRCBRG02,1194,127,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,1067,0.10636515912897822,1103.0,1114.0,1125.0,1114.0
Others-CCCPS119a,2803,185,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,2618,0.06600071352122726,2668.0,2687.0,2716.0,2690.3333333333335
Others-CCCPS135a,3883,615,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,3268,0.15838269379345868,3299.0,3327.0,3351.0,3325.6666666666665
Others-CCCPS8,1322,410,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,912,0.3101361573373676,938.0,950.0,965.0,951.0
BHMEURBRD01,470,46,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,424,0.09787234042553192,427.0,427.0,427.0,427.0
BHMNCPLDH01,720,212,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,508,0.29444444444444445,509.0,514.0,518.0,513.6666666666666
Shopping,1920,359,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,1561,0.18697916666666667,1585.0,1609.0,1617.0,1603.6666666666667
BHMBRCBRG01,1010,264,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,746,0.2613861386138614,777.0,783.0,787.0,782.3333333333334
BHMNCPRAN01,600,113,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,487,0.18833333333333332,479.0,479.0,485.0,481.0
Broad Street,690,73,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,617,0.10579710144927536,620.0,619.0,620.0,619.6666666666666
Others-CCCPS98,3103,626,2016-10-23 09:59:52,2016-10-23,9,23,10,Sunday,1,2477,0.20174025136964227,2506.0,2505.0,2525.0,2512.0
Bull Ring,3053,601,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,2452,0.19685555191614806,2598.0,2676.0,2697.0,2657.0
BHMBCCPST01,317,55,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,262,0.17350157728706625,277.0,287.0,295.0,286.3333333333333
NIA South,788,69,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,719,0.08756345177664974,746.0,764.0,771.0,760.3333333333334
BHMEURBRD01,470,66,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,404,0.14042553191489363,424.0,427.0,427.0,426.0
BHMBRCBRG02,1194,186,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,1008,0.15577889447236182,1067.0,1103.0,1114.0,1094.6666666666667
Others-CCCPS119a,2803,241,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,2562,0.08597930788440956,2618.0,2668.0,2687.0,2657.6666666666665
Broad Street,690,93,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,597,0.13478260869565217,617.0,620.0,619.0,618.6666666666666
Others-CCCPS202,2937,505,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,2432,0.17194416070820565,2471.0,2496.0,2503.0,2490.0
Others-CCCPS133,4675,1186,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,3489,0.2536898395721925,3636.0,3722.0,3739.0,3699.0
BHMBRCBRG01,1010,332,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,678,0.3287128712871287,746.0,777.0,783.0,768.6666666666666
NIA Car Parks,1268,85,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,1183,0.06703470031545741,1209.0,1234.0,1241.0,1228.0
BHMNCPHST01,1200,156,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,1044,0.13,1053.0,1076.0,1095.0,1074.6666666666667
BHMMBMMBX01,687,307,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,380,0.4468704512372635,387.0,394.0,390.0,390.3333333333333
BHMBCCSNH01,863,160,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,703,0.1853997682502897,720.0,735.0,739.0,731.3333333333334
BHMNCPPLS01,450,22,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,428,0.04888888888888889,433.0,437.0,442.0,437.3333333333333
BHMNCPLDH01,720,212,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,508,0.29444444444444445,508.0,509.0,514.0,510.3333333333333
Others-CCCPS8,1322,434,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,888,0.32829046898638425,912.0,938.0,950.0,933.3333333333334
Shopping,1920,368,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,1552,0.19166666666666668,1561.0,1585.0,1609.0,1585.0
BHMBCCMKT01,577,60,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,517,0.10398613518197573,523.0,527.0,526.0,525.3333333333334
Others-CCCPS105a,2009,741,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,1268,0.36884021901443503,1299.0,1332.0,1340.0,1323.6666666666667
Others-CCCPS135a,3883,640,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,3243,0.16482101467937163,3268.0,3299.0,3327.0,3298.0
BHMNCPNST01,485,256,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,229,0.5278350515463918,218.0,215.0,211.0,214.66666666666666
Others-CCCPS98,3103,648,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,2455,0.2088301643570738,2477.0,2506.0,2505.0,2496.0
BHMNCPRAN01,600,112,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,488,0.18666666666666668,487.0,479.0,479.0,481.6666666666667
BHMBCCTHL01,387,156,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,231,0.40310077519379844,261.0,286.0,298.0,281.6666666666667
BHMBRCBRG03,849,83,2016-10-23 10:26:53,2016-10-23,10,23,10,Sunday,1,766,0.0977620730270907,785.0,796.0,800.0,793.6666666666666
BHMNCPRAN01,600,108,2016-10-23 10:52:53,2016-10-23,10,23,10,Sunday,1,492,0.18,488.0,487.0,479.0,484.6666666666667
BHMEURBRD01,470,73,2016-10-23 10:59:53,2016-10-23,10,23,10,Sunday,1,397,0.15531914893617021,404.0,424.0,427.0,418.3333333333333
Broad Street,690,98,2016-10-23 10:59:53,2016-10-23,10,23,10,Sunday,1,592,0.14202898550724638,597.0,617.0,620.0,611.3333333333334
BHMNCPLDH01,720,217,2016-10-23 10:59:53,2016-10-23,10,23,10,Sunday,1,503,0.3013888888888889,508.0,508.0,509.0,508.3333333333333
Others-CCCPS119a,2803,349,2016-10-23 10:59:53,2016-10-23,10,23,10,Sunday,1,2454,0.12450945415626115,2562.0,2618.0,2668.0,2616.0
Others-CCCPS133,4675,1573,2016-10-23 10:59:53,2016-10-23,10,23,10,Sunday,1,3102,0.33647058823529413,3489.0,3636.0,3722.0,3615.6666666666665
Others-CCCPS8,1322,521,2016-10-23 10:59:53,2016-10-23,10,23,10,Sunday,1,801,0.3940998487140696,888.0,912.0,938.0,912.6666666666666
BHMNCPPLS01,450,42,2016-10-23 10:59:53,2016-10-23,10,23,10,Sunday,1,408,0.09333333333333334,428.0,433.0,437.0,432.6666666666667
BHMBCCTHL01,387,227,2016-10-23 10:59:53,2016-10-23,10,23,10,Sunday,1,160,0.58656330749354,231.0,261.0,286.0,259.3333333333333
Shopping,1920,378,2016-10-23 10:59:53,2016-10-23,10,23,10,Sunday,1,1542,0.196875,1552.0,1561.0,1585.0,1566.0
